date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-05-13,3675.76,3702.9,3668.73,3658.0,1033918.62,-61.72,-1.65,3677.402,3771.626,3905.921,1196296.21,1367455.43,1512621.48
2019-05-10,3643.06,3732.92,3730.45,3589.29,1480038.5,130.75,3.63,3680.58,3807.762,3926.777,1384458.26,1409562.27,1558269.36
2019-05-09,3637.35,3656.9,3599.7,3584.82,1010373.94,-67.76,-1.85,3717.132,3836.618,3944.026,1320917.31,1417170.07,1575745.84
2019-05-08,3648.55,3722.93,3667.46,3642.5,1128673.5,-53.21,-1.43,3777.258,3879.209,3966.902,1426584.38,1505486.43,1658979.93
2019-05-07,3702.27,3738.18,3720.67,3671.83,1328476.5,36.05,0.98,3821.62,3924.524,3986.641,1484865.8,1543413.99,1732751.73
2019-05-06,3775.08,3791.61,3684.62,3647.14,1974728.88,-228.59,-5.84,3865.85,3959.665,4001.715,1538614.65,1557128.46,1782286.59
2019-04-30,3887.18,3923.11,3913.21,3885.15,1162333.75,12.88,0.33,3934.944,3999.927,4016.049,1434666.27,1540022.69,1796550.32
2019-04-29,3896.58,3953.23,3900.33,3875.45,1538709.25,11.06,0.28,3956.104,4017.185,4019.085,1513422.82,1625831.27,1874124.99
2019-04-26,3921.89,3943.83,3889.27,3887.25,1420080.62,-52.55,-1.33,3981.16,4024.704,4017.685,1584388.47,1654605.92,1905009.07
2019-04-25,4013.6,4022.56,3941.82,3938.33,1597220.75,-88.27,-2.19,4027.428,4034.639,4009.642,1601962.17,1648459.97,1900641.11
2019-04-24,4033.63,4044.34,4030.09,3967.81,1454987.0,11.08,0.28,4053.48,4040.215,3999.72,1575642.27,1657787.54,1890159.29
2019-04-23,4021.63,4061.09,4019.01,4005.28,1556116.5,-6.6,-0.16,4064.91,4045.791,3983.238,1645379.1,1706976.45,1903933.23
2019-04-22,4125.97,4126.09,4025.61,4015.47,1893537.5,-95.0,-2.31,4078.266,4051.433,3969.429,1738239.72,1734321.61,1925420.57
2019-04-19,4076.3,4120.64,4120.61,4046.2,1507949.12,48.53,1.19,4068.248,4054.595,3959.838,1724823.37,1812473.44,1916422.19
2019-04-18,4085.11,4094.05,4072.08,4056.24,1465621.25,-15.16,-0.37,4041.85,4048.757,3945.652,1694957.77,1922089.47,1939179.89
2019-04-17,4080.72,4106.62,4087.24,4057.5,1803671.12,1.45,0.04,4026.95,4043.765,3933.82,1739932.8,2007444.72,1953714.87
2019-04-16,3958.1,4085.79,4085.79,3943.49,2020419.62,110.27,2.77,4026.672,4032.17,3921.156,1768573.8,2053077.96,1954394.87
2019-04-15,4056.49,4085.39,3975.52,3974.23,1826455.75,-13.1,-0.33,4024.6,4020.984,3909.454,1730403.5,2122418.7,1961837.91
2019-04-12,3986.78,4006.93,3988.62,3961.46,1358621.12,-8.96,-0.22,4040.942,4010.666,3897.929,1900123.5,2155412.22,1958102.4
2019-04-11,4083.46,4097.12,3997.58,3990.24,1690496.38,-88.27,-2.16,4055.664,3984.644,3883.422,2149221.17,2152822.24,1985579.96
2019-04-10,4062.44,4115.38,4085.85,4035.47,1946876.12,10.42,0.26,4060.58,3959.225,3869.753,2274956.65,2122531.05,2017896.27
2019-04-09,4063.81,4084.24,4075.43,4038.28,1829568.12,18.2,0.45,4037.668,3920.684,3853.228,2337582.12,2100890.01,2058015.65
2019-04-08,4097.1,4122.6,4057.23,4017.49,2675055.75,-5.0,-0.12,4017.368,3887.424,3835.954,2514433.9,2116519.53,2081993.68
2019-04-04,4039.74,4072.11,4062.23,4021.71,2604109.5,40.07,1.0,3980.39,3865.081,3815.971,2410700.95,2020370.94,2107235.93
2019-04-03,3947.87,4026.5,4022.16,3939.78,2319173.75,50.87,1.28,3913.624,3842.547,3803.302,2156423.3,1956270.3,2141953.73
2019-04-02,3986.34,3988.1,3971.29,3956.51,2260003.5,-2.64,-0.07,3857.87,3823.875,3794.599,1970105.45,1899985.01,2185033.73
2019-04-01,3901.17,3982.91,3973.93,3901.17,2713827.0,101.59,2.62,3803.7,3810.142,3786.835,1864197.9,1855711.78,2187460.14
2019-03-29,3739.77,3876.38,3872.34,3739.77,2156391.0,143.94,3.86,3757.48,3797.924,3777.843,1718605.15,1801257.13,2213513.86
2019-03-28,3731.06,3755.72,3728.4,3710.08,1332721.25,-14.99,-0.4,3749.772,3785.191,3771.712,1630040.93,1760792.58,2208049.81
2019-03-27,3724.41,3750.26,3743.39,3703.45,1387584.5,42.95,1.16,3771.47,3782.2,3768.76,1756117.3,1818337.69,2233818.86
2019-03-26,3766.53,3770.84,3700.44,3687.55,1730465.75,-42.39,-1.13,3789.88,3780.28,3765.51,1829864.58,1913261.49,2307557.63
2019-03-25,3776.44,3807.18,3742.83,3741.61,1985863.25,-90.97,-2.37,3816.584,3785.771,3764.723,1847225.65,2015141.29,2400053.69
2019-03-22,3838.13,3845.58,3833.8,3786.59,1713569.88,-3.09,-0.08,3838.368,3784.483,3764.055,1883909.1,2047467.84,2472039.09
2019-03-21,3840.28,3864.07,3836.89,3823.47,1963103.12,1.45,0.04,3820.61,3766.861,3748.371,1891544.22,2194100.93,2479979.59
2019-03-20,3825.34,3855.15,3835.44,3790.51,1756320.88,1.48,0.04,3792.93,3764.057,3728.662,1880558.08,2327637.16,2471896.08
2019-03-19,3856.59,3868.34,3833.96,3815.22,1817271.12,-17.79,-0.46,3770.68,3765.322,3709.487,1996658.4,2470082.45,2457775.19
2019-03-18,3753.64,3851.75,3851.75,3733.68,2169280.5,106.74,2.85,3754.958,3763.527,3689.769,2183056.93,2519208.51,2456453.53
2019-03-15,3713.94,3782.24,3745.01,3713.94,1751745.5,46.52,1.26,3730.598,3757.762,3669.469,2211026.58,2625770.59,2439432.54
2019-03-14,3710.29,3747.82,3698.49,3673.85,1908172.38,-25.7,-0.69,3713.112,3758.232,3649.153,2496657.63,2655307.04,2423679.57
2019-03-13,3758.71,3763.09,3724.19,3708.81,2336822.5,-31.16,-0.83,3735.184,3755.32,3634.336,2774716.25,2649300.03,2403834.59
2019-03-12,3758.32,3804.72,3755.35,3723.68,2749263.75,25.4,0.68,3759.964,3750.74,3617.978,2943506.5,2701853.78,2368907.64
2019-03-11,3663.98,3731.91,3729.95,3650.81,2309128.75,72.37,1.98,3772.096,3743.674,3596.727,2855360.1,2784966.1,2292560.68
2019-03-08,3721.4,3774.54,3657.58,3656.19,3179900.75,-151.27,-3.97,3784.926,3743.627,3575.553,3040514.6,2896610.35,2226513.46
2019-03-07,3841.15,3845.18,3808.85,3778.8,3298465.5,-39.24,-1.02,3803.352,3729.881,3555.044,2813956.45,2765858.25,2108528.24
2019-03-06,3822.86,3855.16,3848.09,3787.52,3180773.75,32.08,0.84,3775.456,3693.267,3524.683,2523883.8,2616154.99,1986728.89
2019-03-05,3785.38,3816.16,3816.01,3770.79,2308531.75,21.91,0.58,3741.516,3653.651,3490.703,2460201.05,2445467.93,1859563.46
2019-03-04,3783.04,3886.58,3794.1,3764.78,3234901.25,44.39,1.18,3715.252,3616.011,3459.601,2714572.1,2393698.54,1782966.04
2019-03-01,3699.22,3749.71,3749.71,3668.77,2047110.0,80.34,2.19,3702.328,3581.175,3429.085,2752706.1,2253094.5,1662532.19
2019-02-28,3675.26,3695.46,3669.37,3650.05,1848102.25,-9.02,-0.24,3656.41,3540.074,3400.823,2717760.05,2192052.1,1602160.56
2019-02-27,3682.81,3737.63,3678.39,3638.33,2862360.0,-6.3,-0.17,3611.078,3513.351,3375.293,2708426.18,2158369.16,1546222.76
2019-02-26,3734.71,3762.11,3684.69,3679.27,3580387.0,-44.79,-1.2,3565.786,3485.215,3348.426,2430734.8,2035961.5,1433040.0
2019-02-25,3575.85,3729.48,3729.48,3574.69,3425571.25,209.36,5.95,3516.77,3449.78,3321.358,2072824.98,1800155.26,1290515.91
2019-02-22,3439.38,3520.12,3520.12,3417.98,1872379.75,77.41,2.25,3460.022,3407.479,3294.166,1753482.9,1556416.57,1166194.86
2019-02-21,3450.14,3500.25,3442.71,3431.63,1801432.88,-9.22,-0.27,3423.738,3380.207,3276.568,1666344.15,1451198.24,1124557.79
2019-02-20,3449.93,3463.77,3451.93,3421.51,1473903.12,12.32,0.36,3415.624,3356.099,3260.004,1608312.15,1357302.79,1074573.58
2019-02-19,3454.72,3480.79,3439.61,3419.07,1790837.88,-6.13,-0.18,3404.644,3327.754,3243.84,1641188.2,1273659.0,1040985.6
2019-02-18,3366.42,3445.74,3445.74,3366.42,1828860.88,107.04,3.21,3382.79,3303.19,3228.259,1527485.55,1172233.54,995830.19
2019-02-15,3391.24,3395.03,3338.7,3335.87,1436686.0,-63.44,-1.86,3354.936,3276.994,3209.361,1359350.24,1071969.88,937447.99
2019-02-14,3392.85,3415.4,3402.14,3381.98,1511272.88,5.11,0.15,3336.676,3261.571,3197.165,1236052.33,1012269.01,901506.9
2019-02-13,3337.78,3405.58,3397.03,3329.14,1638283.38,66.69,2.0,3296.574,3237.235,3180.692,1106293.43,934076.36,868579.14
2019-02-12,3306.35,3335.36,3330.34,3298.63,1222324.62,23.87,0.72,3250.864,3211.637,3164.765,906129.79,830118.5,840347.14
2019-02-11,3239.81,3307.06,3306.47,3239.81,988184.31,59.07,1.82,3223.59,3192.935,3150.633,816981.53,780876.56,822316.21
2019-02-01,3225.73,3247.5,3247.4,3207.72,820196.44,45.77,1.43,3199.052,3180.852,3138.024,784589.53,775973.16,823489.17
2019-01-31,3182.7,3216.07,3201.63,3178.01,862478.38,33.15,1.05,3186.466,3172.929,3127.448,788485.7,797917.34,834138.83
2019-01-30,3181.66,3202.9,3168.48,3167.89,637465.19,-25.49,-0.8,3177.896,3163.908,3115.608,761859.3,791844.38,826448.47
2019-01-29,3177.26,3200.99,3193.97,3148.23,776583.31,10.19,0.32,3172.41,3159.925,3105.661,754107.21,808312.2,828906.72
2019-01-28,3203.12,3228.87,3183.78,3174.72,826224.31,-0.69,-0.02,3162.28,3153.327,3096.495,744771.6,819426.83,825604.44
2019-01-25,3165.18,3203.17,3184.47,3164.41,839677.31,25.69,0.81,3162.652,3141.727,3086.832,767356.79,802926.1,824564.12
2019-01-24,3146.6,3165.63,3158.78,3125.3,729346.38,17.73,0.56,3159.392,3132.758,3077.71,807348.99,790744.79,810403.77
2019-01-23,3136.1,3157.63,3141.05,3131.87,598704.75,-2.27,-0.07,3149.92,3124.149,3070.635,821829.45,803081.91,813281.16
2019-01-22,3181.95,3181.95,3143.32,3135.34,729905.25,-42.32,-1.33,3147.44,3117.892,3065.492,862517.19,850575.79,811995.73
2019-01-21,3170.88,3199.21,3185.64,3170.88,939150.25,17.47,0.55,3144.374,3108.33,3059.796,894082.06,863755.85,813879.52
2019-01-18,3124.5,3171.69,3168.17,3120.35,1039638.31,56.75,1.82,3120.802,3095.196,3053.885,838495.41,871005.18,801796.74
2019-01-17,3132.63,3141.71,3111.42,3110.06,801748.69,-17.23,-0.55,3106.124,3081.966,3050.033,774140.6,870360.33,777575.97
2019-01-16,3126.13,3135.01,3128.65,3117.29,802143.44,0.66,0.02,3098.378,3067.308,3050.884,784334.37,861052.56,769398.7
2019-01-15,3071.52,3129.37,3127.99,3064.67,887729.62,60.21,1.96,3088.344,3051.397,3052.511,838634.39,849501.23,762540.03
2019-01-14,3092.5,3097.41,3067.78,3064.38,661217.0,-27.0,-0.87,3072.286,3039.663,3054.407,833429.64,831782.05,760304.17
2019-01-11,3082.26,3102.83,3094.78,3071.03,717864.25,22.09,0.72,3069.59,3031.936,3062.003,903514.95,846202.14,772464.7
2019-01-10,3077.48,3092.54,3072.69,3062.57,852717.56,-5.79,-0.19,3057.808,3022.661,3065.794,966580.05,830062.74,763226.44
2019-01-09,3065.23,3117.96,3078.48,3062.85,1073643.5,30.78,1.01,3036.238,3017.12,3070.151,937770.74,823480.41,747202.5
2019-01-08,3049.87,3055.51,3047.7,3038.53,861705.88,-6.6,-0.22,3014.45,3013.092,3073.465,860368.08,773415.68,725238.97
2019-01-07,3055.15,3061.75,3054.3,3035.91,1011643.56,18.43,0.61,3007.04,3011.262,3080.158,830134.46,764003.19,708834.63
2019-01-04,2940.19,3036.81,3035.87,2935.83,1033189.75,71.03,2.4,2994.282,3012.574,3086.526,788889.33,732588.29,696416.84
2019-01-03,2963.02,3000.44,2964.84,2953.25,708671.0,-4.7,-0.16,2987.514,3018.1,3097.333,693545.44,684791.62,682833.88
2019-01-02,3017.07,3018.78,2969.54,2958.49,686630.19,-41.11,-1.36,2998.002,3034.459,3112.476,709190.09,677744.84,687107.85
2018-12-28,2994.8,3024.35,3010.65,2984.82,710537.81,20.14,0.67,3011.734,3053.625,3127.047,686463.27,675578.82,713519.92
2018-12-27,3042.95,3047.23,2990.51,2990.51,805417.88,-11.52,-0.38,3015.484,3069.151,3135.149,697871.91,688826.29,713453.55
2018-12-26,3012.87,3029.06,3002.03,2996.48,556470.31,-15.25,-0.51,3030.866,3092.069,3142.506,676287.26,698727.26,713431.89
2018-12-25,3006.88,3030.14,3017.28,2964.88,786894.25,-20.92,-0.69,3048.686,3108.927,3151.351,676037.8,696390.14,723049.35
2018-12-24,3015.5,3040.35,3038.2,3007.33,572996.12,8.8,0.29,3070.916,3123.181,3157.349,646299.59,670924.59,711408.56
2018-12-21,3055.33,3057.4,3029.4,3007.61,767581.0,-38.02,-1.24,3095.516,3133.837,3162.501,664694.37,677062.26,712448.32
2018-12-20,3083.54,3097.72,3067.42,3044.29,697494.62,-23.71,-0.77,3122.818,3149.053,3168.205,679780.67,653666.08,716388.4
2018-12-19,3133.74,3137.01,3091.13,3086.76,555223.0,-37.3,-1.19,3153.272,3160.478,3175.555,721167.26,660245.39,714062.81
2018-12-18,3139.95,3165.0,3128.43,3114.47,638203.19,-32.77,-1.04,3169.168,3176.565,3182.323,716742.49,680876.14,728361.53
2018-12-17,3158.28,3167.51,3161.2,3134.37,664970.06,-4.71,-0.15,3175.446,3190.493,3186.822,695549.6,696470.86,751131.94
2018-12-14,3207.35,3210.72,3165.91,3165.91,843012.5,-53.78,-1.67,3172.158,3200.468,3193.492,689430.14,751461.01,775861.74
2018-12-13,3178.89,3234.08,3219.69,3169.42,904427.56,49.08,1.55,3175.288,3201.146,3198.08,627551.49,738080.81,797149.53
2018-12-12,3181.57,3182.21,3170.61,3160.28,533099.12,10.79,0.34,3167.684,3192.942,3199.214,599323.51,728136.52,801207.56
2018-12-11,3148.23,3161.96,3159.82,3143.61,532238.75,15.06,0.48,3183.962,3193.774,3200.931,645009.79,749708.56,831456.93
2018-12-10,3153.52,3170.15,3144.76,3134.38,634372.75,-36.8,-1.16,3205.54,3191.516,3204.809,697392.11,751892.52,868091.73
2018-12-07,3187.49,3193.82,3181.56,3176.71,533619.25,-0.11,-0.0,3228.778,3191.164,3207.828,813491.89,747834.38,880404.29
2018-12-06,3218.11,3223.52,3181.67,3179.89,763287.69,-70.33,-2.16,3227.004,3187.356,3207.122,848610.13,779110.71,895864.71
2018-12-05,3224.26,3266.9,3252.0,3219.98,761530.5,-15.71,-0.48,3218.2,3190.632,3208.677,856949.53,767880.24,895907.59
2018-12-04,3256.23,3267.94,3267.71,3243.7,794150.38,6.76,0.21,3203.586,3188.081,3207.172,854407.34,775846.91,903638.83
2018-12-03,3260.69,3273.64,3260.95,3228.36,1214871.62,88.26,2.78,3177.492,3183.151,3205.944,806392.92,805793.03,905865.88
2018-11-30,3136.2,3175.15,3172.69,3132.42,709210.44,35.04,1.12,3153.55,3186.516,3206.039,682176.88,800262.46,899975.64
2018-11-29,3198.83,3204.86,3137.65,3137.65,804984.69,-41.28,-1.3,3147.708,3195.014,3211.917,709611.3,856218.26,941248.17
2018-11-28,3137.75,3179.41,3178.93,3126.62,748819.56,41.69,1.33,3163.064,3205.486,3213.886,678810.95,874278.6,967325.62
2018-11-27,3152.77,3162.01,3137.24,3126.29,554078.31,-4.0,-0.13,3172.576,3208.087,3212.63,697286.49,913205.31,985488.37
2018-11-26,3148.67,3169.44,3141.24,3131.64,593791.38,-2.24,-0.07,3188.81,3218.101,3211.281,805193.13,984290.94,1015819.5
2018-11-23,3208.59,3212.2,3143.48,3139.39,846382.56,-70.95,-2.21,3219.482,3224.491,3208.064,918348.05,1012974.19,1032049.83
2018-11-22,3232.97,3235.45,3214.43,3199.7,650982.94,-12.06,-0.37,3242.32,3226.887,3209.572,1002825.21,1012618.7,1040380.38
2018-11-21,3187.1,3230.26,3226.49,3185.24,841197.25,8.08,0.25,3247.908,3226.721,3208.566,1069746.25,1023934.94,1061307.14
2018-11-20,3268.08,3278.78,3218.41,3213.68,1093611.5,-76.19,-2.31,3243.598,3226.263,3206.651,1129124.12,1031430.74,1074702.15
2018-11-19,3258.79,3294.6,3294.6,3251.07,1159566.0,36.93,1.13,3247.392,3228.737,3204.902,1163388.75,1005938.73,1080528.19
2018-11-16,3242.88,3282.39,3257.67,3223.72,1268768.38,15.3,0.47,3229.5,3225.561,3203.686,1107600.34,999688.82,1095480.92
2018-11-15,3201.28,3242.38,3242.37,3198.78,985588.12,37.43,1.17,3211.454,3228.819,3197.55,1022412.18,1026278.08,1081462.34
2018-11-14,3233.64,3239.24,3204.94,3200.23,1138086.62,-32.44,-1.0,3205.534,3222.285,3187.651,978123.64,1060372.64,1069068.92
2018-11-13,3164.92,3254.77,3237.38,3161.1,1264934.62,32.24,1.01,3208.928,3217.173,3183.316,933737.36,1057771.43,1050583.16
2018-11-12,3160.25,3206.51,3205.14,3152.44,880623.94,37.7,1.19,3210.082,3204.461,3176.496,848488.71,1047348.07,1021780.29
2018-11-09,3193.3,3193.3,3167.44,3166.31,842827.62,-45.33,-1.41,3221.622,3191.636,3172.561,891777.3,1051125.46,1012551.6
2018-11-08,3251.73,3253.57,3212.77,3207.71,764145.38,-9.14,-0.28,3246.184,3192.256,3172.726,1030143.98,1068142.06,1019715.8
2018-11-07,3243.88,3270.5,3221.91,3218.42,916155.25,-21.24,-0.66,3239.036,3190.41,3168.293,1142621.65,1098679.33,1041979.2
2018-11-06,3254.98,3254.98,3243.15,3213.9,838691.38,-19.69,-0.6,3225.418,3187.039,3171.277,1181805.5,1117973.56,1028417.85
2018-11-05,3269.47,3279.88,3262.84,3230.36,1097066.88,-27.41,-0.83,3198.84,3181.067,3173.554,1246207.43,1155117.66,1019844.92
2018-11-02,3258.61,3290.25,3290.25,3222.44,1534661.0,113.22,3.56,3161.65,3181.81,3174.957,1210473.63,1191273.02,1013936.07
2018-11-01,3185.2,3217.8,3177.03,3173.1,1326533.75,23.21,0.74,3138.328,3166.28,3182.388,1106140.14,1136646.61,979391.9
2018-10-31,3116.66,3168.92,3153.82,3106.03,1112074.5,43.56,1.4,3141.784,3153.016,3193.716,1054737.01,1077765.2,947947.83
2018-10-30,3061.93,3146.63,3110.26,3050.77,1160701.0,33.37,1.08,3148.66,3149.459,3206.887,1054141.61,1043394.89,938930.78
2018-10-29,3157.49,3158.81,3076.89,3062.58,918397.88,-96.75,-3.05,3163.294,3148.53,3220.364,1064027.89,996212.51,915423.07
2018-10-26,3204.28,3218.1,3173.64,3151.92,1012993.56,-20.67,-0.65,3201.97,3153.486,3237.044,1172072.41,973977.75,923711.18
2018-10-25,3107.84,3197.32,3194.31,3099.89,1069518.12,6.11,0.19,3194.232,3153.195,3243.868,1167153.08,971289.54,905342.03
2018-10-24,3169.46,3245.4,3188.2,3164.29,1109097.5,4.77,0.15,3164.248,3146.175,3249.777,1100793.39,985279.07,896451.46
2018-10-23,3273.13,3276.02,3183.43,3163.57,1210132.38,-86.84,-2.65,3150.258,3155.515,3253.838,1032648.17,938862.14,876209.1
2018-10-22,3159.56,3297.38,3270.27,3159.56,1458620.5,135.32,4.32,3133.766,3166.041,3254.913,928397.13,884572.18,841832.26
2018-10-19,3017.75,3137.75,3134.95,3009.5,988396.88,90.56,2.98,3105.002,3168.104,3253.504,775883.08,836599.12,798966.55
2018-10-18,3097.79,3097.79,3044.39,3043.38,737719.69,-73.86,-2.37,3112.158,3198.495,3258.585,775426.0,822137.18,783191.87
2018-10-17,3140.68,3149.13,3118.25,3062.55,768371.38,17.28,0.56,3128.102,3234.415,3266.466,869764.74,818130.46,773619.83
2018-10-16,3128.58,3166.09,3100.97,3089.37,688877.19,-25.48,-0.81,3160.772,3264.314,3271.764,845076.11,834466.66,764446.92
2018-10-15,3173.85,3183.13,3126.45,3120.23,696050.25,-44.28,-1.4,3198.316,3292.197,3278.219,840747.23,834633.64,761911.58
2018-10-12,3123.37,3184.12,3170.73,3094.97,986111.5,46.62,1.49,3231.206,3320.601,3285.779,897315.15,873444.61,759082.77
2018-10-11,3179.54,3209.52,3124.11,3099.04,1209413.38,-157.49,-4.8,3284.832,3334.541,3290.386,868848.36,839394.52,740927.34
2018-10-10,3295.43,3315.73,3281.6,3256.58,644928.25,-7.09,-0.22,3340.728,3353.378,3299.088,766496.18,807623.85,712607.62
2018-10-09,3290.17,3309.8,3288.69,3276.13,667232.75,-2.21,-0.07,3367.856,3352.161,3303.203,823857.21,813556.06,713905.61
2018-10-08,3361.56,3364.46,3290.9,3285.25,978889.88,-147.96,-4.3,3386.078,3343.784,3304.859,828520.05,799092.34,713758.9
2018-09-28,3409.96,3444.99,3438.86,3404.7,843777.56,35.27,1.04,3409.996,3338.903,3307.039,849574.08,761333.99,702917.22
2018-09-27,3415.95,3423.71,3403.59,3394.73,697652.44,-13.65,-0.4,3384.25,3318.674,3302.651,809940.68,744246.56,694920.99
2018-09-26,3388.56,3448.26,3417.24,3383.24,931733.44,37.44,1.11,3366.028,3298.517,3301.8,848751.53,729109.21,693548.57
2018-09-25,3375.97,3394.38,3379.8,3367.03,690546.94,-30.69,-0.9,3336.466,3279.214,3300.946,803254.91,694427.17,684684.58
2018-09-21,3320.7,3410.49,3410.49,3307.77,1084160.0,100.36,3.03,3301.49,3264.241,3302.285,769664.62,689189.53,697292.27
2018-09-20,3314.88,3332.31,3310.13,3303.07,645610.56,-2.35,-0.07,3267.81,3250.956,3298.027,673093.9,644720.94,674967.22
2018-09-19,3262.0,3335.99,3312.48,3258.31,891706.69,43.05,1.32,3253.098,3246.231,3298.522,678552.43,642460.17,673242.86
2018-09-18,3193.64,3270.11,3269.43,3193.64,704250.38,64.51,2.01,3231.006,3244.797,3298.295,609466.9,617591.39,654051.05
2018-09-17,3224.93,3230.79,3204.92,3200.51,522595.47,-37.17,-1.15,3221.962,3254.244,3301.156,585599.43,614255.15,656441.32
2018-09-14,3242.83,3254.1,3242.09,3227.94,601306.38,5.52,0.17,3226.992,3265.934,3304.273,608714.44,628425.46,665763.66
2018-09-13,3239.69,3249.59,3236.57,3191.4,672903.25,34.55,1.08,3234.102,3275.175,3303.649,616347.97,644500.46,669396.05
2018-09-12,3216.99,3225.6,3202.02,3194.98,546279.0,-22.19,-0.69,3239.364,3286.627,3305.657,606367.9,645595.42,674024.57
2018-09-11,3229.71,3245.62,3224.21,3209.11,584913.06,-5.86,-0.18,3258.588,3305.082,3310.155,625715.88,657987.93,680797.65
2018-09-10,3271.38,3277.88,3230.07,3227.85,638170.5,-47.57,-1.45,3286.526,3322.678,3317.59,642910.88,674941.98,681877.72
2018-09-07,3273.89,3316.61,3277.64,3253.73,639474.06,14.76,0.45,3304.876,3340.328,3325.604,648136.49,705395.01,688064.96
2018-09-06,3286.66,3311.5,3262.88,3253.76,623002.88,-35.26,-1.07,3316.248,3345.097,3331.973,672652.94,705213.51,690574.91
2018-09-05,3349.7,3354.2,3298.14,3298.14,643018.88,-65.76,-1.96,3333.89,3350.812,3338.705,684822.94,704025.55,705403.55
2018-09-04,3324.19,3370.96,3363.9,3307.96,670888.06,42.08,1.27,3351.576,3351.793,3339.524,690259.97,690510.72,712895.04
2018-09-03,3320.69,3325.61,3321.82,3291.78,664298.56,-12.68,-0.38,3358.83,3348.068,3339.772,706973.09,698627.49,725242.59
2018-08-31,3333.38,3356.58,3334.5,3310.87,762056.31,-16.59,-0.49,3375.78,3342.611,3337.345,762653.54,703101.86,731015.21
2018-08-30,3385.81,3402.56,3351.09,3349.47,683852.88,-35.48,-1.05,3373.946,3332.123,3336.384,737774.07,694291.64,728310.85
2018-08-29,3393.05,3398.71,3386.57,3377.12,670204.06,-13.6,-0.4,3367.734,3324.687,3337.377,723228.16,702453.72,744772.56
2018-08-28,3408.15,3416.59,3400.17,3388.81,754453.62,-6.4,-0.19,3352.01,3315.228,3340.418,690761.46,703607.37,756436.67
2018-08-27,3339.39,3406.57,3406.57,3339.26,942700.81,81.24,2.44,3337.306,3312.502,3346.293,690281.9,688813.46,752704.4
2018-08-24,3308.48,3353.04,3325.33,3291.87,637659.0,5.3,0.16,3309.442,3310.879,3351.718,643550.19,670734.91,746627.86
2018-08-23,3308.46,3336.11,3320.03,3285.81,611123.31,12.08,0.36,3290.3,3318.848,3361.513,650809.21,675936.31,749833.96
2018-08-22,3328.97,3328.97,3307.95,3299.39,507870.56,-18.7,-0.56,3281.64,3326.598,3372.324,681679.29,706781.55,764452.62
2018-08-21,3271.84,3331.71,3326.65,3270.03,752055.81,59.4,1.82,3278.446,3327.254,3385.814,716453.29,735279.36,787438.34
2018-08-20,3238.22,3267.25,3267.25,3209.01,709042.25,37.63,1.17,3287.698,3331.476,3398.567,687345.01,751857.69,828291.77
2018-08-17,3305.9,3311.57,3229.62,3224.1,673954.12,-47.11,-1.44,3312.316,3332.078,3411.492,697919.62,758928.55,852357.97
2018-08-16,3251.86,3315.2,3276.73,3231.56,765473.69,-15.25,-0.46,3347.396,3340.644,3424.656,701063.4,762330.05,869652.62
2018-08-15,3371.96,3372.14,3291.98,3288.71,681740.56,-80.93,-2.4,3371.556,3350.067,3432.236,731883.81,787091.41,865617.8
2018-08-14,3386.48,3391.73,3372.91,3356.61,606514.44,-17.43,-0.51,3376.062,3365.608,3439.203,754105.42,809265.97,864795.93
2018-08-13,3369.98,3396.19,3390.34,3336.7,761915.31,-14.68,-0.43,3375.254,3380.083,3443.027,816370.37,816595.34,865461.75
2018-08-10,3398.41,3424.04,3405.02,3380.57,689673.0,7.49,0.22,3351.84,3392.557,3447.114,819937.47,822520.81,861506.98
2018-08-09,3303.48,3408.39,3397.53,3299.62,919575.75,83.02,2.5,3333.892,3404.178,3451.498,823596.7,823731.61,863501.28
2018-08-08,3362.15,3368.16,3314.51,3311.77,792848.62,-54.36,-1.61,3328.578,3418.05,3455.674,842299.0,822123.68,865699.28
2018-08-07,3284.98,3368.96,3368.87,3263.5,917839.19,95.6,2.92,3355.154,3444.374,3460.325,864426.51,839597.32,862077.32
2018-08-06,3312.82,3344.25,3273.27,3257.69,779750.81,-42.01,-1.27,3384.912,3465.658,3465.258,816820.31,904725.84,850959.78
2018-08-03,3366.66,3381.34,3315.28,3315.2,707969.12,-55.68,-1.65,3433.274,3490.906,3474.553,825104.14,945787.38,850273.01
2018-08-02,3434.35,3434.35,3370.96,3322.1,1013087.25,-76.43,-2.22,3474.464,3508.667,3477.045,823866.53,976975.2,857923.34
2018-08-01,3530.03,3543.61,3447.39,3446.78,903486.19,-70.27,-2.0,3507.522,3514.405,3475.619,801948.36,944144.19,848062.97
2018-07-31,3510.47,3528.15,3517.66,3493.15,679808.19,2.58,0.07,3533.594,3512.798,3471.437,814768.13,920325.9,840467.66
2018-07-30,3520.85,3550.9,3515.08,3489.55,821169.94,-6.15,-0.17,3546.404,3505.97,3466.018,992631.36,914328.16,854116.6
2018-07-27,3533.77,3545.41,3521.23,3512.7,701781.06,-15.02,-0.42,3548.538,3501.671,3460.662,1066470.63,900493.16,855233.83
2018-07-26,3583.32,3593.92,3536.25,3528.64,903496.44,-41.5,-1.16,3542.87,3498.817,3460.15,1130083.86,903270.96,858773.29
