date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-07-25,3589.51,3589.98,3577.75,3566.31,967585.0,-3.96,-0.11,3521.288,3493.298,3454.514,1086340.01,909274.88,851557.49
2018-07-24,3530.66,3596.51,3581.71,3530.66,1569124.38,55.96,1.59,3492.002,3476.276,3448.589,1025883.68,884557.33,843924.15
2018-07-23,3471.86,3527.53,3525.75,3464.65,1190366.25,32.86,0.94,3465.536,3464.857,3446.059,836024.95,797193.71,807960.57
2018-07-20,3426.46,3505.93,3492.89,3398.95,1019847.25,64.55,1.88,3454.804,3458.2,3447.796,734515.7,754758.63,788380.79
2018-07-19,3444.8,3466.51,3428.34,3417.96,684777.19,-2.98,-0.09,3454.764,3445.423,3453.596,676458.05,738871.49,774947.36
2018-07-18,3456.61,3479.26,3431.32,3430.16,665303.31,-18.06,-0.52,3465.308,3436.833,3461.828,732209.74,751981.75,787662.77
2018-07-17,3466.42,3467.19,3449.38,3420.97,619830.75,-22.71,-0.65,3460.55,3430.076,3472.034,743230.97,760609.42,797756.66
2018-07-16,3488.97,3506.24,3472.09,3459.73,682820.0,-20.6,-0.59,3464.178,3426.066,3480.621,758362.47,793905.04,847118.39
2018-07-13,3488.5,3499.76,3492.69,3474.91,729559.0,11.63,0.33,3461.596,3419.653,3494.688,775001.56,809974.49,855721.84
2018-07-12,3403.33,3499.1,3481.06,3403.33,963535.62,73.53,2.16,3436.082,3421.482,3508.722,801284.92,814275.62,853479.55
2018-07-11,3398.93,3427.57,3407.53,3375.14,720409.5,-59.99,-1.73,3408.358,3415.729,3524.086,771753.76,793840.11,838491.75
2018-07-10,3464.91,3474.14,3467.52,3437.27,695488.25,8.34,0.24,3399.602,3420.902,3545.007,777987.86,803290.98,839074.4
2018-07-09,3378.91,3459.32,3459.18,3378.91,766015.44,94.06,2.79,3387.954,3427.261,3560.63,829447.6,818727.42,838654.9
2018-07-06,3347.06,3396.25,3365.12,3295.73,860975.81,22.68,0.68,3377.71,3437.391,3576.652,844947.41,822002.95,842022.8
2018-07-05,3365.55,3398.49,3342.44,3330.71,815879.81,-21.31,-0.63,3406.882,3461.769,3599.946,827266.31,811023.23,839102.09
2018-07-04,3398.78,3418.33,3363.75,3359.09,751580.0,-45.53,-1.33,3423.1,3486.822,3624.692,815926.45,823343.8,834866.71
2018-07-03,3410.48,3422.04,3409.28,3319.29,952786.94,1.32,0.04,3442.202,3513.991,3648.77,828594.09,834903.9,836631.39
2018-07-02,3504.46,3506.9,3407.96,3383.5,843514.5,-103.02,-2.93,3466.568,3535.175,3668.685,808007.24,900331.74,827304.22
2018-06-29,3431.96,3512.38,3510.98,3425.22,772570.31,87.45,2.55,3497.072,3569.722,3686.817,799058.49,901469.19,824039.4
2018-06-28,3434.94,3477.06,3423.53,3416.95,759180.5,-35.73,-1.03,3516.656,3595.961,3701.387,794780.15,892683.48,831744.33
2018-06-27,3525.13,3537.66,3459.26,3441.79,814918.19,-71.85,-2.04,3550.544,3632.442,3716.379,830761.15,883143.4,837741.95
2018-06-26,3521.59,3541.78,3531.11,3478.21,849852.69,-29.37,-0.82,3585.78,3669.111,3733.616,841213.71,874857.83,837772.37
2018-06-25,3625.8,3631.03,3560.48,3559.03,798770.75,-48.42,-1.34,3603.782,3693.998,3748.724,992656.25,858582.39,831040.3
2018-06-22,3567.89,3609.08,3608.9,3542.46,751178.62,15.93,0.44,3642.372,3715.912,3761.525,1003879.89,862042.65,826519.96
2018-06-21,3633.56,3673.56,3592.97,3589.49,939085.5,-42.47,-1.17,3675.266,3738.123,3772.441,990586.81,867180.94,823133.54
2018-06-20,3602.55,3649.34,3635.44,3578.17,867181.0,14.32,0.4,3714.34,3762.561,3785.521,935525.65,846389.63,818040.43
2018-06-19,3702.67,3712.82,3621.12,3583.02,1607065.38,-132.31,-3.52,3752.442,3783.549,3799.06,908501.94,838358.89,812365.76
2018-06-15,3763.04,3780.34,3753.43,3737.43,854888.94,-19.94,-0.53,3784.214,3802.195,3814.066,724508.53,754276.7,778333.36
2018-06-14,3774.64,3808.16,3773.37,3759.25,684713.25,-14.97,-0.4,3789.452,3803.911,3821.547,720205.41,746609.61,771895.89
2018-06-13,3814.62,3817.45,3788.34,3782.07,663779.69,-37.61,-0.98,3800.98,3806.812,3826.081,743775.06,770805.18,767175.29
2018-06-12,3783.19,3830.47,3825.95,3765.26,732062.44,45.97,1.22,3810.782,3800.315,3831.306,757253.6,792340.5,769943.13
2018-06-11,3770.21,3792.55,3779.98,3756.51,687098.31,0.36,0.01,3814.656,3798.121,3836.214,768215.84,800686.92,771364.79
2018-06-08,3819.45,3819.46,3779.62,3759.27,833373.38,-51.39,-1.34,3820.176,3803.449,3842.679,784044.86,803498.22,777997.87
2018-06-07,3846.94,3859.85,3831.01,3827.69,802561.5,-6.34,-0.17,3818.37,3807.137,3847.34,773013.81,790997.27,773007.51
2018-06-06,3839.68,3848.33,3837.35,3830.9,731172.38,-7.97,-0.21,3812.644,3806.758,3850.443,797835.3,779086.14,768213.33
2018-06-05,3811.29,3845.56,3845.32,3800.93,786873.62,37.74,0.99,3789.848,3808.481,3852.156,827427.4,789691.23,765011.2
2018-06-04,3785.19,3813.41,3807.58,3776.62,766243.44,36.99,0.98,3781.586,3814.57,3853.824,833158.0,786372.64,772775.1
2018-06-01,3789.67,3802.54,3770.59,3753.84,778218.12,-31.79,-0.84,3786.722,3825.936,3855.155,822951.57,802390.03,778106.02
2018-05-31,3749.3,3804.79,3802.38,3742.53,926668.94,79.01,2.12,3795.904,3839.183,3855.355,808980.73,797182.18,774972.26
2018-05-30,3755.18,3767.89,3723.37,3722.07,879132.88,-80.64,-2.12,3800.872,3845.35,3854.886,760336.99,763545.41,775619.37
2018-05-29,3824.19,3841.78,3804.01,3800.67,815526.62,-29.25,-0.76,3827.114,3862.297,3856.9,751955.05,747545.76,773313.25
2018-05-28,3816.26,3846.55,3833.26,3799.32,715211.31,16.76,0.44,3847.554,3874.306,3854.544,739587.28,742042.66,777302.78
2018-05-25,3823.74,3841.12,3816.5,3804.13,708363.88,-10.72,-0.28,3865.15,3881.909,3850.655,781828.49,752497.53,785117.54
2018-05-24,3853.29,3859.1,3827.22,3823.92,683450.25,-27.36,-0.71,3882.462,3887.543,3851.265,785383.63,755017.74,788785.65
2018-05-23,3898.27,3898.27,3854.58,3854.58,837223.19,-51.63,-1.32,3889.828,3894.127,3852.079,766753.83,757340.53,811722.9
2018-05-22,3918.82,3918.82,3906.21,3881.17,753687.75,-15.03,-0.38,3897.48,3895.831,3847.666,743136.48,740331.18,815039.89
2018-05-21,3925.54,3937.46,3921.24,3913.6,926417.38,18.18,0.47,3901.058,3893.078,3840.398,744498.04,759177.56,826996.96
2018-05-18,3860.16,3903.06,3903.06,3841.9,726139.56,39.01,1.01,3898.668,3884.373,3834.928,723166.56,753822.01,830203.12
2018-05-17,3895.49,3899.51,3864.05,3858.85,590301.25,-28.79,-0.74,3892.624,3871.527,3828.089,724651.86,752762.34,847234.49
2018-05-16,3909.82,3923.34,3892.84,3889.19,719136.44,-31.26,-0.8,3898.426,3864.422,3822.319,747927.22,787693.34,863024.83
2018-05-15,3920.14,3924.34,3924.1,3892.92,760495.56,14.81,0.38,3894.182,3851.503,3818.12,737525.87,799080.73,876676.89
2018-05-14,3886.87,3919.3,3909.29,3886.87,819760.0,36.45,0.94,3885.098,3834.781,3815.472,773857.07,812562.9,874424.21
2018-05-11,3902.15,3903.34,3872.84,3871.95,733566.06,-20.22,-0.52,3870.078,3819.401,3814.939,784477.46,817737.55,874785.95
2018-05-10,3882.84,3894.49,3893.06,3867.31,706678.06,21.44,0.55,3850.43,3814.987,3818.214,780872.83,822553.55,894074.16
2018-05-09,3876.13,3878.94,3871.62,3855.74,667129.69,-7.06,-0.18,3830.418,3810.03,3819.92,827459.45,866105.27,911827.12
2018-05-08,3834.61,3892.07,3878.68,3833.73,942151.56,44.49,1.16,3808.824,3799.501,3818.985,860635.59,889748.6,920523.37
2018-05-07,3782.54,3834.59,3834.19,3776.03,872861.94,59.59,1.58,3784.464,3787.718,3817.794,851268.73,894816.36,917781.09
2018-05-04,3784.32,3801.52,3774.6,3770.94,715542.88,-18.4,-0.48,3768.724,3785.483,3819.209,850997.63,906584.23,921706.68
2018-05-03,3756.17,3797.53,3793.0,3732.37,939611.19,29.35,0.78,3779.544,3784.651,3824.825,864234.28,941706.64,941550.87
2018-05-02,3769.93,3787.3,3763.65,3744.55,833010.38,6.77,0.18,3789.642,3780.215,3830.1,904751.09,938356.31,943326.44
2018-04-27,3771.04,3776.98,3756.88,3714.64,895317.25,1.39,0.04,3790.178,3784.736,3836.62,918861.6,954273.04,959990.46
2018-04-26,3823.39,3828.71,3755.49,3744.89,871506.44,-73.21,-1.91,3790.972,3796.162,3840.912,938364.0,936285.52,965972.05
2018-04-25,3824.59,3838.69,3828.7,3817.03,781726.12,-14.79,-0.39,3802.242,3810.477,3848.801,962170.84,931834.36,979247.08
2018-04-24,3769.88,3854.43,3843.49,3769.88,1142195.25,77.16,2.05,3789.758,3821.441,3851.36,1019179.01,965594.78,997730.34
2018-04-23,3754.69,3787.4,3766.33,3735.18,903562.94,5.48,0.15,3770.788,3829.809,3854.433,971961.54,957548.98,1030660.8
2018-04-20,3801.21,3815.44,3760.85,3750.1,992829.25,-50.99,-1.34,3779.294,3838.469,3867.134,989684.49,951298.14,1030030.28
2018-04-19,3774.78,3824.03,3811.84,3767.8,990540.62,45.56,1.21,3801.352,3847.87,3882.144,934207.04,940745.83,1029193.56
2018-04-18,3785.31,3789.66,3766.28,3708.11,1066767.0,17.64,0.47,3818.712,3852.934,3895.437,901497.89,936829.13,1019969.17
2018-04-17,3812.87,3822.63,3748.64,3745.44,906107.88,-60.22,-1.58,3853.124,3864.998,3910.835,912010.54,941395.09,1007382.26
2018-04-16,3862.47,3869.16,3808.86,3789.61,992177.69,-62.28,-1.61,3888.83,3879.984,3926.224,943136.41,948296.58,1004524.96
2018-04-13,3920.74,3929.95,3871.14,3866.19,715442.0,-27.5,-0.7,3897.644,3888.503,3940.589,912911.8,965707.87,998996.66
2018-04-12,3935.67,3937.78,3898.64,3896.18,826994.88,-39.7,-1.01,3894.388,3885.661,3950.699,947284.61,995658.57,1012731.26
2018-04-11,3934.17,3958.71,3938.34,3924.96,1119330.25,11.17,0.28,3887.156,3887.124,3960.33,972160.37,1026659.8,1027264.73
2018-04-10,3860.72,3927.42,3927.17,3851.8,1061737.25,74.24,1.93,3876.872,3881.279,3969.796,970779.65,1029865.9,1041751.58
2018-04-09,3851.95,3870.67,3852.93,3827.41,841054.62,-1.93,-0.05,3871.138,3879.056,3978.881,953456.74,1103772.62,1045515.63
2018-04-04,3873.63,3898.61,3854.86,3852.5,887306.06,-7.62,-0.2,3879.362,3895.798,3990.115,1018503.94,1108762.42,1049040.8
2018-04-03,3850.15,3878.15,3862.48,3839.93,951373.69,-24.44,-0.63,3876.934,3916.417,3999.204,1044032.54,1117641.3,1058151.71
2018-04-02,3897.01,3937.02,3886.92,3882.89,1112426.62,-11.58,-0.3,3887.092,3937.939,4009.408,1081159.22,1103109.21,1079964.25
2018-03-30,3893.75,3915.35,3898.5,3879.21,975122.69,4.45,0.11,3885.686,3956.672,4015.967,1088952.15,1073369.43,1068319.2
2018-03-29,3854.59,3913.96,3894.05,3794.26,1166290.62,51.33,1.34,3886.974,3972.464,4021.865,1254088.51,1060753.35,1067645.56
2018-03-28,3865.05,3907.28,3842.72,3835.88,1014949.06,-70.55,-1.8,3912.234,3992.675,4029.617,1199020.9,1032285.44,1064430.96
2018-03-27,3927.49,3936.78,3913.27,3881.87,1137007.12,33.38,0.86,3955.9,4015.737,4038.663,1191250.06,1029803.94,1068355.3
2018-03-26,3862.69,3883.9,3879.89,3829.92,1151391.25,-25.05,-0.64,3988.786,4033.535,4045.949,1125059.2,1027869.66,1074472.18
2018-03-23,3896.74,3928.51,3904.94,3834.94,1800804.5,-115.41,-2.87,4027.658,4058.313,4057.875,1057786.71,1053637.27,1085843.12
2018-03-22,4062.07,4072.38,4020.35,4003.72,890952.56,-40.7,-1.0,4057.954,4078.706,4066.183,867418.19,987258.63,1045532.26
2018-03-21,4097.02,4110.12,4061.05,4046.24,976094.88,-16.65,-0.41,4073.116,4084.431,4067.802,865549.99,989319.19,1053890.42
2018-03-20,4045.74,4080.19,4077.7,4040.31,806052.81,3.45,0.09,4075.574,4081.991,4063.097,868357.82,998662.12,1040626.35
2018-03-19,4054.62,4074.52,4074.25,4033.52,815028.81,17.83,0.44,4078.284,4080.877,4055.994,930680.11,1056819.29,1056606.65
2018-03-16,4096.89,4110.05,4056.42,4055.82,848961.88,-39.74,-0.97,4088.968,4075.262,4046.786,1049487.83,1063268.96,1073946.53
2018-03-15,4058.71,4098.99,4096.16,4058.71,881611.56,22.82,0.56,4099.458,4071.266,4035.998,1107099.07,1074537.77,1134673.35
2018-03-14,4076.06,4089.09,4073.34,4066.49,990134.06,-17.91,-0.44,4095.746,4066.559,4031.792,1113088.39,1096576.47,1170227.76
2018-03-13,4124.33,4130.28,4091.25,4087.56,1117664.25,-36.42,-0.88,4088.408,4061.589,4030.65,1128966.42,1106906.65,1222284.8
2018-03-12,4130.71,4139.53,4127.67,4112.77,1409067.38,18.8,0.46,4083.47,4058.362,4033.532,1182958.47,1121074.7,1273856.82
2018-03-09,4088.07,4110.67,4108.87,4076.45,1137018.12,31.27,0.77,4061.556,4057.437,4040.856,1077050.1,1118048.96,1284077.35
2018-03-08,4038.95,4078.23,4077.6,4029.71,911558.12,40.95,1.01,4043.074,4053.659,4048.974,1041976.47,1103805.89,1300259.85
2018-03-07,4063.5,4089.7,4036.65,4027.94,1069524.25,-29.91,-0.74,4037.372,4051.172,4057.389,1080064.55,1118461.66,1349683.42
2018-03-06,4034.99,4067.55,4066.56,3998.93,1387624.5,48.46,1.21,4034.77,4044.203,4069.352,1084846.88,1082590.57,1368812.29
2018-03-05,4021.66,4042.83,4018.1,3995.87,879525.5,1.64,0.04,4033.254,4031.11,4078.829,1059190.93,1056394.01,1368948.42
2018-03-02,4014.95,4044.42,4016.46,4006.94,961650.0,-32.63,-0.81,4053.318,4018.31,4093.025,1159047.83,1084624.1,1420522.32
2018-03-01,3994.87,4061.03,4049.09,3986.89,1101998.5,25.45,0.63,4064.244,4000.729,4111.267,1165635.31,1194808.92,1461053.44
2018-02-28,4016.79,4051.71,4023.64,3991.71,1093435.88,-35.34,-0.87,4064.972,3997.025,4127.066,1156858.76,1243879.06,1503640.99
2018-02-27,4120.87,4120.87,4058.98,4051.81,1259344.75,-59.44,-1.44,4053.636,3999.711,4145.379,1080334.26,1337662.96,1558878.65
2018-02-26,4093.4,4128.74,4118.42,4048.98,1378810.0,47.33,1.16,4028.966,4008.702,4161.56,1053597.09,1426638.93,1596845.21
2018-02-23,4061.75,4085.2,4071.09,4035.23,994587.44,18.36,0.45,3983.302,4024.275,4172.469,1010200.37,1450105.73,1615226.31
2018-02-22,4020.97,4058.79,4052.73,4009.92,1058115.75,85.77,2.16,3937.214,4044.289,4183.185,1223982.53,1496713.82,1670242.22
2018-02-14,3945.09,3971.4,3966.96,3923.13,710813.38,31.33,0.8,3929.078,4063.606,4194.119,1330899.35,1580905.18,1703352.86
2018-02-13,3925.6,3986.98,3935.63,3925.6,1125658.88,45.53,1.17,3945.786,4094.5,4208.177,1594991.65,1655034.0,1774967.7
2018-02-12,3846.27,3907.84,3890.1,3828.07,1161826.38,49.45,1.29,3988.438,4126.547,4224.319,1799680.78,1681502.84,1799432.24
2018-02-09,3896.17,3911.29,3840.65,3759.15,2063498.25,-171.4,-4.27,4065.248,4167.739,4241.076,1890011.1,1756420.55,1826794.87
2018-02-08,4022.88,4071.67,4012.05,3974.68,1592699.88,-38.45,-0.95,4151.364,4221.804,4260.294,1769445.1,1727297.96,1779297.36
2018-02-07,4205.74,4212.57,4050.5,4048.42,2031274.88,-98.39,-2.37,4198.134,4257.107,4269.971,1830911.0,1763402.93,1760451.63
2018-02-06,4182.33,4211.52,4148.89,4131.56,2149104.5,-125.26,-2.93,4243.214,4291.046,4277.836,1715076.35,1780094.34,1734448.72
2018-02-05,4204.46,4274.15,4274.15,4200.14,1613478.0,2.92,0.07,4264.656,4314.418,4279.857,1563324.9,1767051.48,1696510.64
2018-02-02,4213.94,4271.76,4271.23,4181.78,1460668.25,25.33,0.6,4270.23,4320.663,4274.157,1622830.0,1780346.88,1702775.58
2018-02-01,4276.34,4287.39,4245.9,4214.29,1900029.38,-30.0,-0.7,4292.244,4322.08,4267.533,1685150.83,1843770.63,1704247.1
2018-01-31,4234.11,4287.86,4275.9,4232.77,1452101.62,19.8,0.47,4316.08,4324.632,4261.679,1695894.85,1825800.54,1676517.53
2018-01-30,4286.68,4308.51,4256.1,4251.57,1390347.25,-45.92,-1.07,4338.878,4321.854,4253.453,1845112.33,1894901.4,1679838.56
2018-01-29,4387.06,4395.91,4302.02,4287.11,1911003.5,-79.28,-1.81,4364.18,4322.091,4245.018,1970778.05,1917361.64,1683788.91
2018-01-26,4352.22,4403.34,4381.3,4351.49,1772272.38,16.22,0.37,4371.096,4314.413,4231.46,1937863.75,1897169.19,1633482.08
2018-01-25,4381.98,4392.2,4365.08,4336.24,1953749.5,-24.81,-0.56,4351.916,4298.783,4213.34,2002390.43,1831296.75,1604139.9
2018-01-24,4389.45,4397.82,4389.89,4349.09,2198189.0,7.28,0.17,4333.184,4282.834,4194.646,1955706.23,1757500.34,1559029.22
2018-01-23,4346.89,4383.57,4382.61,4346.79,2018675.88,46.01,1.06,4304.83,4264.626,4177.833,1944690.48,1688803.1,1494679.16
2018-01-22,4276.48,4338.48,4336.6,4275.9,1746432.0,51.2,1.2,4280.002,4245.295,4160.779,1863945.22,1625969.81,1439708.85
2018-01-19,4281.94,4316.57,4285.4,4269.62,2094905.75,13.98,0.33,4257.73,4227.651,4146.679,1856474.62,1625204.27,1389124.09
2018-01-18,4259.38,4292.64,4271.42,4246.68,1720328.5,23.3,0.55,4245.65,4212.986,4135.802,1660203.07,1564723.57,1332796.84
2018-01-17,4261.78,4283.34,4248.12,4230.54,2143110.25,-10.35,-0.24,4232.484,4198.725,4123.755,1559294.45,1527234.52,1292082.67
2018-01-16,4215.62,4260.21,4258.47,4213.13,1614949.62,33.23,0.79,4224.422,4185.052,4113.116,1432915.72,1464775.71,1223691.65
2018-01-15,4229.84,4262.93,4225.24,4216.36,1709079.0,0.24,0.01,4210.588,4167.945,4099.457,1387994.4,1450216.19,1181870.86
2018-01-12,4205.14,4227.39,4225.0,4199.03,1113548.0,19.41,0.46,4197.572,4148.506,4087.238,1393933.92,1369794.97,1140939.1
2018-01-11,4197.11,4211.8,4205.59,4181.96,1215785.38,-2.22,-0.05,4180.322,4127.896,4077.295,1469244.07,1376983.06,1125646.13
2018-01-10,4187.2,4211.05,4207.81,4175.14,1511216.62,18.51,0.44,4164.966,4106.458,4069.52,1495174.6,1360558.09,1103629.93
2018-01-09,4157.54,4191.28,4189.3,4153.5,1390343.0,29.14,0.7,4145.682,4091.039,4059.931,1496635.7,1300555.22,1070238.46
2018-01-08,4140.85,4166.32,4160.16,4127.31,1738776.62,21.41,0.52,4125.302,4076.263,4053.941,1512437.97,1253447.88,1049295.78
